index,session_id,region,trial_id,stimulus_family,time_bin,mean_rate_proxy,dispersion_proxy,population_spike_count,n_units
131,session_1,CA1,4,drifting_gratings,11,1.8,1.5224811059414556,72,40
132,session_1,CA1,4,drifting_gratings,12,1.475,1.8395581966804855,59,40
133,session_1,CA1,4,drifting_gratings,13,1.55,1.280024038235821,62,40
134,session_1,CA1,4,drifting_gratings,14,1.45,1.338770963349479,58,40
135,session_1,CA1,4,drifting_gratings,15,1.3,1.304823398994708,52,40
136,session_1,CA1,4,drifting_gratings,16,1.125,1.0423715563744347,45,40
137,session_1,CA1,4,drifting_gratings,17,0.825,1.059450752718548,33,40
138,session_1,CA1,4,drifting_gratings,18,0.725,0.7840558588159326,29,40
139,session_1,CA1,4,drifting_gratings,19,1.45,1.5182648665921914,58,40
140,session_1,CA1,4,drifting_gratings,20,1.15,1.3310878527711354,46,40
141,session_1,CA1,4,drifting_gratings,21,0.725,0.8469401940560457,29,40
142,session_1,CA1,4,drifting_gratings,22,1.075,1.0472797485843368,43,40
143,session_1,CA1,4,drifting_gratings,23,1.25,1.2959502997751031,50,40
144,session_1,CA1,4,drifting_gratings,24,0.825,1.0098870208453,33,40
145,session_1,CA1,4,drifting_gratings,25,0.775,0.8619447302169195,31,40
146,session_1,CA1,4,drifting_gratings,26,0.75,1.0561177090573832,30,40
147,session_1,CA1,4,drifting_gratings,27,0.8,0.9660917830792959,32,40
148,session_1,CA1,4,drifting_gratings,28,1.0,1.5021352323976216,40,40
149,session_1,CA1,4,drifting_gratings,29,0.65,0.8929926637077694,26,40
150,session_1,CA1,5,spontaneous,0,1.2,1.2444749691006038,48,40
151,session_1,CA1,5,spontaneous,1,0.8,0.9660917830792959,32,40
152,session_1,CA1,5,spontaneous,2,0.9,0.8412444993533733,36,40
153,session_1,CA1,5,spontaneous,3,0.975,1.2907461566960565,39,40
154,session_1,CA1,5,spontaneous,4,0.7,0.8227533512074423,28,40
155,session_1,CA1,5,spontaneous,5,0.825,1.0098870208452997,33,40
156,session_1,CA1,5,spontaneous,6,1.025,1.0497252387758793,41,40
157,session_1,CA1,5,spontaneous,7,1.275,1.6792473894193776,51,40
158,session_1,CA1,5,spontaneous,8,1.325,1.4743534002124283,53,40
159,session_1,CA1,5,spontaneous,9,0.85,1.1886212655091246,34,40
160,session_1,CA1,5,spontaneous,10,0.925,1.0472797485843368,37,40
161,session_1,CA1,5,spontaneous,11,0.825,1.2585604311968333,33,40
162,session_1,CA1,5,spontaneous,12,0.875,0.8529736822224369,35,40
163,session_1,CA1,5,spontaneous,13,0.875,1.136515141415488,35,40
164,session_1,CA1,5,spontaneous,14,0.75,1.0801234497346432,30,40
165,session_1,CA1,5,spontaneous,15,0.85,1.1446643220859163,34,40
166,session_1,CA1,5,spontaneous,16,0.9,1.0076629473115577,36,40
167,session_1,CA1,5,spontaneous,17,0.7,0.7909747313543117,28,40
168,session_1,CA1,5,spontaneous,18,0.775,0.9469925405170156,31,40
169,session_1,CA1,5,spontaneous,19,0.9,0.9554164080758258,36,40
170,session_1,CA1,5,spontaneous,20,0.95,1.2800240382358208,38,40
171,session_1,CA1,5,spontaneous,21,0.9,1.1502508087703844,36,40
172,session_1,CA1,5,spontaneous,22,1.0,1.2810252304406973,40,40
173,session_1,CA1,5,spontaneous,23,1.15,1.5114944209673369,46,40
174,session_1,CA1,5,spontaneous,24,0.925,1.1632734537524392,37,40
175,session_1,CA1,5,spontaneous,25,1.175,1.356607760328908,47,40
176,session_1,CA1,5,spontaneous,26,0.875,1.1137255565823274,35,40
177,session_1,CA1,5,spontaneous,27,0.825,1.0349656255904571,33,40
178,session_1,CA1,5,spontaneous,28,0.85,1.0012812305062462,34,40
179,session_1,CA1,5,spontaneous,29,0.8,1.1591331863033443,32,40
180,session_1,CA1,6,natural_scenes,0,0.85,0.8638019716079873,34,40
181,session_1,CA1,6,natural_scenes,1,0.85,0.9486832980505137,34,40
182,session_1,CA1,6,natural_scenes,2,1.25,1.5317159809030676,50,40
183,session_1,CA1,6,natural_scenes,3,1.15,1.2100010595460502,46,40
184,session_1,CA1,6,natural_scenes,4,1.7,1.4535544409551757,68,40
185,session_1,CA1,6,natural_scenes,5,1.75,1.3728129459672882,70,40
186,session_1,CA1,6,natural_scenes,6,1.6,1.7802333468483196,64,40
187,session_1,CA1,6,natural_scenes,7,2.5,2.0380986614602725,100,40
188,session_1,CA1,6,natural_scenes,8,1.95,1.7679482531004762,78,40
189,session_1,CA1,6,natural_scenes,9,2.1,2.02294530136326,84,40
190,session_1,CA1,6,natural_scenes,10,2.3,1.8144717391868332,92,40
191,session_1,CA1,6,natural_scenes,11,2.325,1.6390663383580486,93,40
192,session_1,CA1,6,natural_scenes,12,1.625,1.5962696899574718,65,40
193,session_1,CA1,6,natural_scenes,13,1.7,1.4358058578855502,68,40
194,session_1,CA1,6,natural_scenes,14,1.225,1.4586171884919301,49,40
195,session_1,CA1,6,natural_scenes,15,1.125,1.399404635312222,45,40
196,session_1,CA1,6,natural_scenes,16,1.25,1.1712364713391024,50,40
197,session_1,CA1,6,natural_scenes,17,0.95,1.1756067718634844,38,40
198,session_1,CA1,6,natural_scenes,18,1.3,1.963774492249621,52,40
199,session_1,CA1,6,natural_scenes,19,0.725,1.0374401434695166,29,40
200,session_1,CA1,6,natural_scenes,20,1.225,1.476091512693625,49,40
201,session_1,CA1,6,natural_scenes,21,0.9,0.9001424388708767,36,40
202,session_1,CA1,6,natural_scenes,22,0.9,1.2152872405004,36,40
203,session_1,CA1,6,natural_scenes,23,0.9,1.0076629473115577,36,40
204,session_1,CA1,6,natural_scenes,24,0.95,1.319479306781899,38,40
205,session_1,CA1,6,natural_scenes,25,0.825,1.0833826418758743,33,40
206,session_1,CA1,6,natural_scenes,26,1.075,1.1410184384676159,43,40
207,session_1,CA1,6,natural_scenes,27,0.975,1.329883357136912,39,40
208,session_1,CA1,6,natural_scenes,28,1.175,1.129726538274662,47,40
209,session_1,CA1,6,natural_scenes,29,1.125,1.6359346109432527,45,40
210,session_1,CA1,7,drifting_gratings,0,1.3,1.4358058578855504,52,40
211,session_1,CA1,7,drifting_gratings,1,1.0,1.2403473458920846,40,40
212,session_1,CA1,7,drifting_gratings,2,1.225,1.1872722453655626,49,40
213,session_1,CA1,7,drifting_gratings,3,1.1,1.4105827128331008,44,40
214,session_1,CA1,7,drifting_gratings,4,1.775,1.8185299783207542,71,40
215,session_1,CA1,7,drifting_gratings,5,1.525,1.6327968768421994,61,40
216,session_1,CA1,7,drifting_gratings,6,1.925,1.8451252476423325,77,40
217,session_1,CA1,7,drifting_gratings,7,1.65,1.7910031568069076,66,40
218,session_1,CA1,7,drifting_gratings,8,2.325,2.141021802545308,93,40
219,session_1,CA1,7,drifting_gratings,9,2.375,2.083974260385362,95,40
220,session_1,CA1,7,drifting_gratings,10,2.125,1.727418408774886,85,40
221,session_1,CA1,7,drifting_gratings,11,1.975,2.0567275476173807,79,40
222,session_1,CA1,7,drifting_gratings,12,1.75,1.931519927613803,70,40
223,session_1,CA1,7,drifting_gratings,13,1.85,1.5940594847826854,74,40
224,session_1,CA1,7,drifting_gratings,14,1.35,1.4060309658478638,54,40
225,session_1,CA1,7,drifting_gratings,15,1.2,1.3625014702415028,48,40
226,session_1,CA1,7,drifting_gratings,16,1.1,1.1940021045379383,44,40
227,session_1,CA1,7,drifting_gratings,17,1.1,1.0076629473115577,44,40
228,session_1,CA1,7,drifting_gratings,18,1.1,1.2362059408549726,44,40
229,session_1,CA1,7,drifting_gratings,19,1.025,1.3865193462176784,41,40
230,session_1,CA1,7,drifting_gratings,20,1.1,1.0327955589886444,44,40
231,session_1,CA1,7,drifting_gratings,21,1.1,1.5157294934901469,44,40
232,session_1,CA1,7,drifting_gratings,22,1.1,1.2152872405003998,44,40
233,session_1,CA1,7,drifting_gratings,23,0.9,1.2969391975151658,36,40
234,session_1,CA1,7,drifting_gratings,24,1.25,1.6756169931378433,50,40
235,session_1,CA1,7,drifting_gratings,25,0.85,1.0265700920278917,34,40
236,session_1,CA1,7,drifting_gratings,26,0.975,0.9736924170788859,39,40
237,session_1,CA1,7,drifting_gratings,27,0.7,1.0177904675803542,28,40
238,session_1,CA1,7,drifting_gratings,28,0.9,1.10476822026741,36,40
239,session_1,CA1,7,drifting_gratings,29,0.8,0.9660917830792958,32,40
240,session_1,CA1,8,spontaneous,0,0.575,0.8129559864454139,23,40
241,session_1,CA1,8,spontaneous,1,0.925,1.0225032129596565,37,40
242,session_1,CA1,8,spontaneous,2,0.8,0.8227533512074425,32,40
243,session_1,CA1,8,spontaneous,3,0.75,0.9805806756909202,30,40
244,session_1,CA1,8,spontaneous,4,0.825,0.9841695705465312,33,40
245,session_1,CA1,8,spontaneous,5,0.925,0.9442810316143531,37,40
246,session_1,CA1,8,spontaneous,6,0.925,0.8589647913741941,37,40
247,session_1,CA1,8,spontaneous,7,0.75,1.126601424298216,30,40
248,session_1,CA1,8,spontaneous,8,0.95,1.1082441645256376,38,40
249,session_1,CA1,8,spontaneous,9,0.95,1.319479306781899,38,40
250,session_1,CA1,8,spontaneous,10,0.875,1.4355826120072073,35,40
251,session_1,CA1,8,spontaneous,11,0.875,1.0423715563744347,35,40
252,session_1,CA1,8,spontaneous,12,1.05,1.1311441904050867,42,40
253,session_1,CA1,8,spontaneous,13,0.95,1.218447940872069,38,40
254,session_1,CA1,8,spontaneous,14,0.775,1.0738738884082841,31,40
255,session_1,CA1,8,spontaneous,15,0.85,1.051250781273529,34,40
256,session_1,CA1,8,spontaneous,16,0.85,0.9486832980505138,34,40
257,session_1,CA1,8,spontaneous,17,1.125,1.0423715563744347,45,40
258,session_1,CA1,8,spontaneous,18,0.7,0.882885711452609,28,40
259,session_1,CA1,8,spontaneous,19,0.775,0.9736924170788858,31,40
260,session_1,CA1,8,spontaneous,20,1.175,1.0594507527185477,47,40
261,session_1,CA1,8,spontaneous,21,0.85,1.2719861311935434,34,40
262,session_1,CA1,8,spontaneous,22,0.675,0.8285761652005575,27,40
263,session_1,CA1,8,spontaneous,23,0.975,1.0738738884082841,39,40
264,session_1,CA1,8,spontaneous,24,1.025,1.2086759019263336,41,40
265,session_1,CA1,8,spontaneous,25,1.1,1.2152872405003998,44,40
266,session_1,CA1,8,spontaneous,26,0.775,0.9195177108206347,31,40
267,session_1,CA1,8,spontaneous,27,0.975,0.8911962574151494,39,40
268,session_1,CA1,8,spontaneous,28,1.075,1.2887580982858793,43,40
269,session_1,CA1,8,spontaneous,29,0.9,1.0573309405993554,36,40
270,session_1,CA1,9,natural_scenes,0,0.9,0.8412444993533733,36,40
271,session_1,CA1,9,natural_scenes,1,1.1,1.296939197515166,44,40
272,session_1,CA1,9,natural_scenes,2,1.025,1.2086759019263336,41,40
273,session_1,CA1,9,natural_scenes,3,1.25,1.1491356841177722,50,40
274,session_1,CA1,9,natural_scenes,4,1.725,1.4139869074213434,69,40
275,session_1,CA1,9,natural_scenes,5,1.925,1.5256356388614234,77,40
276,session_1,CA1,9,natural_scenes,6,2.2,1.6824889987067466,88,40
277,session_1,CA1,9,natural_scenes,7,2.75,1.9447496707934628,110,40
278,session_1,CA1,9,natural_scenes,8,2.275,1.7829318982636866,91,40
279,session_1,CA1,9,natural_scenes,9,2.525,1.8255662978079725,101,40
280,session_1,CA1,9,natural_scenes,10,2.075,1.4916433890176297,83,40
281,session_1,CA1,9,natural_scenes,11,2.125,1.6515338635838208,85,40
282,session_1,CA1,9,natural_scenes,12,1.85,1.2100010595460502,74,40
283,session_1,CA1,9,natural_scenes,13,1.65,1.1886212655091246,66,40
284,session_1,CA1,9,natural_scenes,14,1.45,1.2393132920684082,58,40
285,session_1,CA1,9,natural_scenes,15,1.025,1.1432634351063986,41,40
286,session_1,CA1,9,natural_scenes,16,1.0,0.9336995618478525,40,40
287,session_1,CA1,9,natural_scenes,17,1.075,1.1632734537524392,43,40
288,session_1,CA1,9,natural_scenes,18,1.35,1.3116832012772062,54,40
289,session_1,CA1,9,natural_scenes,19,0.875,0.8223636976922384,35,40
290,session_1,CA1,9,natural_scenes,20,0.825,1.1067971810589328,33,40
291,session_1,CA1,9,natural_scenes,21,1.175,1.3182642044827406,47,40
292,session_1,CA1,9,natural_scenes,22,0.925,1.384668802388388,37,40
293,session_1,CA1,9,natural_scenes,23,1.0,1.0621700090875887,40,40
294,session_1,CA1,9,natural_scenes,24,0.575,0.873762861685903,23,40
295,session_1,CA1,9,natural_scenes,25,1.325,1.3660254906207427,53,40
296,session_1,CA1,9,natural_scenes,26,0.7,0.9922778767136676,28,40
297,session_1,CA1,9,natural_scenes,27,0.8,1.2444749691006038,32,40
298,session_1,CA1,9,natural_scenes,28,0.95,0.9857965671450025,38,40
299,session_1,CA1,9,natural_scenes,29,0.775,1.0974913118048724,31,40
300,session_1,CA1,10,drifting_gratings,0,0.975,1.2086759019263338,39,40
301,session_1,CA1,10,drifting_gratings,1,1.125,1.399404635312222,45,40
302,session_1,CA1,10,drifting_gratings,2,1.2,1.2236976331741014,48,40
303,session_1,CA1,10,drifting_gratings,3,1.2,1.1591331863033445,48,40
304,session_1,CA1,10,drifting_gratings,4,1.425,1.2787714456682282,57,40
305,session_1,CA1,10,drifting_gratings,5,1.75,1.5317159809030676,70,40
306,session_1,CA1,10,drifting_gratings,6,1.925,1.248332220738267,77,40
307,session_1,CA1,10,drifting_gratings,7,1.95,1.647842412181643,78,40
308,session_1,CA1,10,drifting_gratings,8,1.9,1.6140409552202215,76,40
309,session_1,CA1,10,drifting_gratings,9,1.825,1.3182642044827404,73,40
310,session_1,CA1,10,drifting_gratings,10,1.875,1.8699718906429776,75,40
311,session_1,CA1,10,drifting_gratings,11,1.925,1.366025490620743,77,40
312,session_1,CA1,10,drifting_gratings,12,1.4,1.5157294934901469,56,40
313,session_1,CA1,10,drifting_gratings,13,1.3,1.3811923499977503,52,40
314,session_1,CA1,10,drifting_gratings,14,1.15,1.2516655570345725,46,40
315,session_1,CA1,10,drifting_gratings,15,0.95,0.875595035770913,38,40
316,session_1,CA1,10,drifting_gratings,16,1.15,1.3116832012772066,46,40
317,session_1,CA1,10,drifting_gratings,17,0.925,0.9710554659486337,37,40
318,session_1,CA1,10,drifting_gratings,18,1.05,1.0848608560193684,42,40
319,session_1,CA1,10,drifting_gratings,19,1.0,1.2608503439122305,40,40
320,session_1,CA1,10,drifting_gratings,20,0.975,0.9469925405170156,39,40
321,session_1,CA1,10,drifting_gratings,21,1.25,1.0801234497346435,50,40
322,session_1,CA1,10,drifting_gratings,22,0.875,0.9388345202485135,35,40
323,session_1,CA1,10,drifting_gratings,23,0.925,1.1632734537524392,37,40
324,session_1,CA1,10,drifting_gratings,24,0.75,1.031553471276484,30,40
325,session_1,CA1,10,drifting_gratings,25,0.825,1.1521996799878496,33,40
326,session_1,CA1,10,drifting_gratings,26,1.1,1.194002104537938,44,40
327,session_1,CA1,10,drifting_gratings,27,0.825,0.7807787039970957,33,40
328,session_1,CA1,10,drifting_gratings,28,0.875,1.0174755084307485,35,40
329,session_1,CA1,10,drifting_gratings,29,0.725,0.750640751932333,29,40
330,session_1,CA1,11,spontaneous,0,1.025,1.2907461566960567,41,40
331,session_1,CA1,11,spontaneous,1,0.825,0.9841695705465312,33,40
332,session_1,CA1,11,spontaneous,2,0.85,0.8929926637077694,34,40
333,session_1,CA1,11,spontaneous,3,1.2,1.4535544409551753,48,40
334,session_1,CA1,11,spontaneous,4,0.725,0.9867714774546074,29,40
335,session_1,CA1,11,spontaneous,5,0.9,1.007662947311558,36,40
336,session_1,CA1,11,spontaneous,6,1.05,1.0848608560193684,42,40
337,session_1,CA1,11,spontaneous,7,0.85,0.9486832980505139,34,40
338,session_1,CA1,11,spontaneous,8,0.9,1.0573309405993556,36,40
339,session_1,CA1,11,spontaneous,9,0.875,1.0174755084307485,35,40
340,session_1,CA1,11,spontaneous,10,0.825,1.0098870208453,33,40
341,session_1,CA1,11,spontaneous,11,0.775,1.165475582469806,31,40
342,session_1,CA1,11,spontaneous,12,1.025,0.8911962574151494,41,40
343,session_1,CA1,11,spontaneous,13,1.025,1.1432634351063984,41,40
344,session_1,CA1,11,spontaneous,14,0.975,1.0738738884082843,39,40
345,session_1,CA1,11,spontaneous,15,1.1,1.0813097471264972,44,40
346,session_1,CA1,11,spontaneous,16,0.95,1.0848608560193684,38,40
347,session_1,CA1,11,spontaneous,17,0.775,0.8911962574151494,31,40
348,session_1,CA1,11,spontaneous,18,1.025,1.2707256154432356,41,40
349,session_1,CA1,11,spontaneous,19,0.875,0.7574417130828938,35,40
350,session_1,CA1,11,spontaneous,20,0.975,1.1872722453655624,39,40
351,session_1,CA1,11,spontaneous,21,0.975,0.9469925405170158,39,40
352,session_1,CA1,11,spontaneous,22,0.8,0.7578647467450734,32,40
353,session_1,CA1,11,spontaneous,23,0.775,0.7675301714607473,31,40
354,session_1,CA1,11,spontaneous,24,1.0,0.9870962335856491,40,40
355,session_1,CA1,11,spontaneous,25,0.875,0.9919548170024474,35,40
356,session_1,CA1,11,spontaneous,26,0.8,0.966091783079296,32,40
357,session_1,CA1,11,spontaneous,27,0.825,0.873762861685903,33,40
358,session_1,CA1,11,spontaneous,28,0.75,0.9805806756909202,30,40
359,session_1,CA1,11,spontaneous,29,0.925,1.0225032129596563,37,40
360,session_1,CA1,12,natural_scenes,0,0.975,1.0738738884082843,39,40
361,session_1,CA1,12,natural_scenes,1,0.825,0.9026314805852884,33,40
362,session_1,CA1,12,natural_scenes,2,1.075,1.248332220738267,43,40
363,session_1,CA1,12,natural_scenes,3,1.7,1.4535544409551755,68,40
364,session_1,CA1,12,natural_scenes,4,1.625,1.4795616121346769,65,40
365,session_1,CA1,12,natural_scenes,5,1.375,1.0545992068930674,55,40
366,session_1,CA1,12,natural_scenes,6,1.875,1.6822984887136425,75,40
